name,place_id,restaurant_type,cuisine_type,address,rating,review_count,price_range,Phone_number,website,url,atmosphere,dietary_options,service_options,amenities
Rosie Maddison,81,Pub,Irish,"141 Bandon Rd, The Lough, Cork, T12 C971, Ireland",4.6,46,€10-25,+353 21 456 7890,,https://www.google.com/maps/place/Rosie+Maddison/data=!4m7!3m6!1s0x48449161295cbff3:0x9ad6e71d467a4c93!8m2!3d51.8924159!4d-8.4830037!16s%2Fg%2F11s3qmz9yz!19sChIJ879cKWGRREgRk0x6Rh3n1po?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
The Washington Inn,82,Cafe,Irish,"30-31 Washington Street West, Centre, Cork, T12 VW67, Ireland",4.4,44,€10-25,+353 87 456 7890,,https://www.google.com/maps/place/The+Washington+Inn/data=!4m7!3m6!1s0x484491da982051fb:0x82717e88604195ea!8m2!3d51.8977299!4d-8.4781603!16s%2Fg%2F11gnpbpnv_!19sChIJ-1EgmNqRREgR6pVBYIh-cYI?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Takeaway, Delivery",Bar
The Hideout Cafe And Art Gallery,83,Restaurant,Irish,"Verde House, 2 Wellington Rd, Victorian Quarter, Cork, T23 E9HF, Ireland",4.6,46,€5-15,+353 21 239 0613,https://www.google.com/url?q=https://hideoutcafe.ie/&opi=79508299&sa=U&ved=0ahUKEwiN9qj-35iQAxWnV2wGHW2eHm8Q61gIFigO&usg=AOvVaw3rUZyxtApVRHKpgW9OnaJm,https://www.google.com/maps/place/The+Hideout+Cafe+And+Art+Gallery/data=!4m7!3m6!1s0x4844900e7d6f40e9:0x799017174000cde!8m2!3d51.90201!4d-8.4685229!16s%2Fg%2F11f7r2h_k6!19sChIJ6UBvfQ6QREgR3gwAdHEBmQc?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
The SpitJack Cork,84,Cafe,Irish,"34 Washington St, Centre, Cork, T12 RY96, Ireland",4.5,45,€20-35,+353 21 567 8901,https://www.google.com/url?q=http://www.thespitjack.com/&opi=79508299&sa=U&ved=0ahUKEwjTjNWK4JiQAxVxWHADHRzHNnMQ61gIFygS&usg=AOvVaw1HYeTqtJG9g_bM1GbxQfU8,https://www.google.com/maps/place/The+SpitJack+Cork/data=!4m7!3m6!1s0x48449017495e3677:0x400e55f1f9c9981a!8m2!3d51.8977514!4d-8.4778189!16s%2Fg%2F11bzsd4ys8!19sChIJdzZeSReQREgRGpjJ-fFVDkA?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Expresso Cafe,85,Bar,Continental,"26 MacCurtain Street, Victorian Quarter, Cork, T23 YF57, Ireland",4.9,49,€5-15,+353 21 678 9012,,https://www.google.com/maps/place/Expresso+Cafe/data=!4m7!3m6!1s0x4844900e92a5116b:0xeb0f4b7519c31f0f!8m2!3d51.901494!4d-8.4692777!16s%2Fg%2F11c71pp3w1!19sChIJaxGlkg6QREgRDx_DGXVLD-s?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
An Bróg Bar + Kitchen,86,Restaurant,Mediterranean,"74 Oliver Plunkett St, Centre, Cork, T12 FP28, Ireland",4.2,42,€10-25,+353 21 427 7387,https://www.google.com/url?q=https://anbrog.ie/&opi=79508299&sa=U&ved=0ahUKEwjj2pij4JiQAxV3SWwGHXaNNMsQ61gIFigO&usg=AOvVaw271fCUwiyW-IoEtBDIMD1f,https://www.google.com/maps/place/An+Br%C3%B3g+Bar+%2B+Kitchen/data=!4m7!3m6!1s0x4844901086e4a87d:0x83d3b9b999b74f2c!8m2!3d51.8972839!4d-8.4742621!16s%2Fg%2F1tmclmxx!19sChIJfajkhhCQREgRLE-3mbm504M?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery","Bar, Live music"
Jacques Restaurant,87,Bistro,Continental,"23 Oliver Plunkett St, Centre, Cork, T12 A5D7, Ireland",4.4,44,€20-35,+353 83 678 9012,https://www.google.com/url?q=http://www.jacquesrestaurant.ie/&opi=79508299&sa=U&ved=0ahUKEwjGrdqv4JiQAxXwUGcHHfZmDJcQ61gIFygS&usg=AOvVaw1x2YckBWxZ_Gms_Hmck9Ot,https://www.google.com/maps/place/Jacques+Restaurant/data=!4m7!3m6!1s0x4844900ff01b54d1:0xb34ee26f35a3e49a!8m2!3d51.8980696!4d-8.4698124!16s%2Fg%2F1tfl91mj!19sChIJ0VQb8A-QREgRmuSjNW_iTrM?authuser=0&hl=en&rclk=1,Cozy,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
12 Tables,88,Pub,Irish,"Tramway House, E Douglas St, Douglas, Cork, T12 FRR8, Ireland",4.6,46,€20-35,+353 21 789 0123,https://www.google.com/url?q=http://www.12tables.ie/&opi=79508299&sa=U&ved=0ahUKEwjmm-i84JiQAxXJSWwGHYx7MxwQ61gIHCgS&usg=AOvVaw2HqyNR07QJlygq3N_WVR2J,https://www.google.com/maps/place/12+Tables/data=!4m7!3m6!1s0x484485451aceaf67:0xcc70a9b79a51029f!8m2!3d51.8763659!4d-8.4336543!16s%2Fg%2F11c603ftlg!19sChIJZ6_OGkWFREgRnwJRmrepcMw?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
River Lane Bar,89,Cafe,Irish,"326 Blarney St, Gurranabraher, Cork, T23 XT50, Ireland",4.2,42,€10-25,+353 21 890 1234,,https://www.google.com/maps/place/River+Lane+Bar/data=!4m7!3m6!1s0x4844903e06683f8d:0x47d7a8a6aef8988d!8m2!3d51.9015389!4d-8.4865146!16s%2Fg%2F11bxfjs_cb!19sChIJjT9oBj6QREgRjZj4rqao10c?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Takeaway, Delivery",Bar
Cafe Spresso,90,Restaurant,Irish,"26 MacCurtain Street, Montenotte, Cork, T23 YF57, Ireland",4.7,47,€5-15,+353 21 484 5900,https://www.google.com/url?q=https://www.facebook.com/Cafe-Spresso-150172818378112/&opi=79508299&sa=U&ved=0ahUKEwjD7oTW4JiQAxUeR2wGHS9mJGMQ61gIGigS&usg=AOvVaw28pAKl02cQsf5grdUffrGv,https://www.google.com/maps/place/Cafe+Spresso/data=!4m7!3m6!1s0x4844900e6f24559f:0xa53c220640e1ef28!8m2!3d51.9014904!4d-8.4692051!16s%2Fg%2F11cn6lkssb!19sChIJn1Ukbw6QREgRKO_hQAYiPKU?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Orchids Restaurant,91,Pub,Irish,"Hayfield Manor Hotel, Perrott Ave, College Rd, Centre, Cork, T12 HT97, Ireland",4,40,€20-35,+353 86 890 1234,https://www.google.com/url?q=https://www.hayfieldmanor.ie/uploads/documents/GeneralDocuments/Orchids_Menu_A_La_Carte.pdf&opi=79508299&sa=U&ved=0ahUKEwi8uIvi4JiQAxXJS2wGHVkKKvgQ61gIFigS&usg=AOvVaw0yxylJGGrsVaxOuPW4_nAj,https://www.google.com/maps/place/Orchids+Restaurant/data=!4m7!3m6!1s0x484490240801eead:0x25536e908c542246!8m2!3d51.8908308!4d-8.4901598!16s%2Fg%2F11c2md8r28!19sChIJre4BCCSQREgRRiJUjJBuUyU?authuser=0&hl=en&rclk=1,Trendy,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Rising Sons Brewery,92,Street Food,Mexican,"Cornmarket St, Centre, Cork, T12 WK27, Ireland",4.5,45,€10-25,+353 21 901 2345,https://www.google.com/url?q=http://www.risingsonsbrewery.com/&opi=79508299&sa=U&ved=0ahUKEwi3vfft4JiQAxV1a2wGHT9OFxMQ61gIFygS&usg=AOvVaw2XmEY2vTOqDunfFFSTwsk0,https://www.google.com/maps/place/Rising+Sons+Brewery/data=!4m7!3m6!1s0x4844901121e8f9cd:0xf30a250a9446e45f!8m2!3d51.8995678!4d-8.4764477!16s%2Fg%2F11b71_wt9w!19sChIJzfnoIRGQREgRX-RGlAolCvM?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Takeaway, Delivery",Bar
Zócalo,93,Cafe,Continental,"Unit 3, Village Green, Church Rd, Douglas, Cork, Ireland",4.3,43,€10-25,+353 21 012 3456,https://www.google.com/url?q=http://www.zocalorestaurant.ie/&opi=79508299&sa=U&ved=0ahUKEwj1lLv54JiQAxUQTmwGHfmXMIQQ61gIGigS&usg=AOvVaw2WHOCuozt2CD-zd-MHcKrp,https://www.google.com/maps/place/Z%C3%B3calo/data=!4m7!3m6!1s0x484485e17548fdfd:0xac485842f737e988!8m2!3d51.8737305!4d-8.4388563!16s%2Fg%2F11y287xrjw!19sChIJ_f1IdeGFREgRiOk390JYSKw?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Bell's Coffee & Crepes,94,Cafe,Irish,"3 Old Youghal Rd, Sarsfield's Terrace, The Glen, Cork, T23 WC53, Ireland",4.7,47,€5-15,+353 85 901 2345,,https://www.google.com/maps/place/Bell%27s+Coffee+%26+Crepes/data=!4m7!3m6!1s0x4844913d9ffcffc9:0x79686f3b09fb824c!8m2!3d51.9053433!4d-8.4710244!16s%2Fg%2F11l33lyx0s!19sChIJyf_8nz2RREgRTIL7CTtvaHk?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Cafe Oasis,95,Street Food,French,"Dovonan Road, University College, Cork, Ireland",4,40,€5-15,+353 21 123 4567,https://www.google.com/url?q=https://www.facebook.com/cafeoasisucc/&opi=79508299&sa=U&ved=0ahUKEwjO38-d4ZiQAxUhbWwGHeusOFcQ61gIGigS&usg=AOvVaw0pSq87jVuFOaHQWgNHWMAJ,https://www.google.com/maps/place/Cafe+Oasis/data=!4m7!3m6!1s0x4844902362b49f6f:0xcc8b64ad6b92e1c9!8m2!3d51.893682!4d-8.490265!16s%2Fg%2F11g6xrt6dv!19sChIJb5-0YiOQREgRyeGSa61ki8w?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway",Bar
French Tacos,96,Pub,Irish,"Shopping Centre, Paul St, Centre, Cork, T12 EW22, Ireland",4.7,47,€10-25,+353 21 481 1305,https://www.google.com/url?q=http://www.frenchtacos.ie/&opi=79508299&sa=U&ved=0ahUKEwjr87yp4ZiQAxWee2wGHSBLMX0Q61gIGigS&usg=AOvVaw1ENePtXBlBqn-S6BCMIR8k,https://www.google.com/maps/place/French+Tacos/data=!4m7!3m6!1s0x485b5d052af8264b:0x963c2bb9f8c832a!8m2!3d51.8997075!4d-8.4747623!16s%2Fg%2F11q4j279v6!19sChIJSyb4KgVdW0gRKoOMn7vCYwk?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery, Kerbside pickup",Bar
The Rob Roy,97,Cafe,Sweets and Savory,"28 Cook St, Centre, Cork, Ireland",4.2,42,€10-25,+353 21 234 5678,https://www.google.com/url?q=http://robroy.ie/&opi=79508299&sa=U&ved=0ahUKEwihpNu14ZiQAxUxTGwGHXJPJCcQ61gIFygS&usg=AOvVaw0T_xG_dpueKfr2i71nBNw-,https://www.google.com/maps/place/The+Rob+Roy/data=!4m7!3m6!1s0x4844901016be7fff:0xbb67b4c873eac6da!8m2!3d51.8974157!4d-8.4717924!16s%2Fg%2F11bbrm9bd4!19sChIJ_3--FhCQREgR2sbqc8i0Z7s?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Some Dose Coffee Hanleys,98,Pub,Irish,"Frankfield Rd, Ballyphehane, Cork, Ireland",4.9,49,€5-15,+353 21 345 6789,,https://www.google.com/maps/place/Some+Dose+Coffee+Hanleys/data=!4m7!3m6!1s0x48448f58e69e4203:0xf89dbb1fd8b5ef37!8m2!3d51.8720766!4d-8.4714631!16s%2Fg%2F11r6sk35gm!19sChIJA0Ke5liPREgRN--12B-7nfg?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Mok's,99,Cafe,Irish,"39 Bandon Rd, The Lough, Cork, Ireland",4.6,46,€10-25,+353 83 345 6789,https://www.google.com/url?q=https://www.facebook.com/pages/Moks/170574183003726&opi=79508299&sa=U&ved=0ahUKEwjd-eHO4ZiQAxVHcWwGHUvJHJUQ61gIFygS&usg=AOvVaw1j7qnTumhJAOEY_uxFz2lV,https://www.google.com/maps/place/Mok%27s/data=!4m7!3m6!1s0x4844901895d2899d:0x4f5eb643ba2bf170!8m2!3d51.8919098!4d-8.4844863!16s%2Fg%2F11bzt48964!19sChIJnYnSlRiQREgRcPErukO2Xk8?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Takeaway, Delivery",Bar
115 Cafe & Wine Bar,100,Cafe,Continental,"115 Oliver Plunkett St, Centre, Cork, T12 EV25, Ireland",3.7,37,€5-15,+353 21 456 7890,https://www.google.com/url?q=https://115cafe.com/&opi=79508299&sa=U&ved=0ahUKEwjikMba4ZiQAxUnfWwGHf2UKvsQ61gIGigS&usg=AOvVaw3bzD8fk9maVvsGlre67b25,https://www.google.com/maps/place/115+Cafe+%26+Wine+Bar/data=!4m7!3m6!1s0x4844912492209e29:0x24b23041cbd52d83!8m2!3d51.8981865!4d-8.4698018!16s%2Fg%2F11j0hs185g!19sChIJKZ4gkiSRREgRgy3Vy0EwsiQ?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Lafayette’s,101,Cafe,Irish,"76 S Mall, Centre, Cork, T12 A2YT, Ireland",4.6,46,€10-25,+353 21 567 8901,https://www.google.com/url?q=https://www.imperialhotelcork.com/Lafayettes.html&opi=79508299&sa=U&ved=0ahUKEwiojZbn4ZiQAxUAbmwGHcqhLCMQ61gIGygS&usg=AOvVaw3i7SWaT5Del4QkQVNJmuqQ,https://www.google.com/maps/place/Lafayette%E2%80%99s/data=!4m7!3m6!1s0x484491e876ee20cb:0x82dfdc877eaca372!8m2!3d51.8972416!4d-8.4701496!16s%2Fg%2F11jfps49_5!19sChIJyyDuduiRREgRcqOsfofc34I?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
The Green Frog Café,102,Restaurant,Indian,"22A Western Rd, Mardyke, Cork, T12 CX94, Ireland",4.2,42,€5-15,+353 87 567 8901,https://www.google.com/url?q=https://www.facebook.com/The-Green-Frog-Caf%25C3%25A9-103112328161025/&opi=79508299&sa=U&ved=0ahUKEwj6rf_y4ZiQAxVZR2wGHbkgNiIQ61gIGigS&usg=AOvVaw3bILHAixFYfXhsTxxqJ2ec,https://www.google.com/maps/place/The+Green+Frog+Caf%C3%A9/data=!4m7!3m6!1s0x4844917d9ecbeed9:0xb3bb3ff3a0f65fd2!8m2!3d51.8957192!4d-8.4889609!16s%2Fg%2F11q91_cy14!19sChIJ2e7Lnn2RREgR0l_2oPM_u7M?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Paradiso,103,Pub,Irish,Address not available,4.8,48,€20-35,+353 21 678 9012,https://www.google.com/url?q=https://paradiso.restaurant/&opi=79508299&sa=U&ved=0ahUKEwialNr_4ZiQAxW2bWwGHdx1OgcQ61gIFygS&usg=AOvVaw1wQwTJIz7FaL5sKx3BBRJE,https://www.google.com/maps/place/Paradiso/data=!4m7!3m6!1s0x48449017908dc475:0x420044c6e1f1135f!8m2!3d51.8971017!4d-8.4828333!16s%2Fm%2F05zqwh4!19sChIJdcSNkBeQREgRXxPx4cZEAEI?authuser=0&hl=en&rclk=1,Casual,Non-Veg,Takeaway,Bar
The Beer Garden,104,Restaurant,Irish,"10-12 Evergreen Rd, Turners Cross, Cork, T12 KD00, Ireland",4.6,46,€10-25,+353 21 789 0123,https://www.google.com/url?q=https://www.thebeergarden.ie/&opi=79508299&sa=U&ved=0ahUKEwjpx4uM4piQAxX-UWwGHUnrBh4Q61gIGygS&usg=AOvVaw2eNaDSAYbN17H3tLvEra02,https://www.google.com/maps/place/The+Beer+Garden/data=!4m7!3m6!1s0x48449002b15247e7:0xec0b79fbb619dd85!8m2!3d51.8875514!4d-8.4669282!16s%2Fg%2F11c72rhdt8!19sChIJ50dSsQKQREgRhd0Ztvt5C-w?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway",Bar
Isaac's Restaurant,105,Cafe,Sweets and Savory,"48 MacCurtain Street, Victorian Quarter, Cork, T23 F6EK, Ireland",4.5,45,€20-35,+353 21 890 1234,https://www.google.com/url?q=http://www.isaacsrestaurant.ie/&opi=79508299&sa=U&ved=0ahUKEwjoz92Y4piQAxWnR2wGHU2uPaEQ61gIFygS&usg=AOvVaw2HcOgstmdoSy4QMYRgUXFc,https://www.google.com/maps/place/Isaac%27s+Restaurant/data=!4m7!3m6!1s0x4844900e8b1273af:0x40aeea56006aad0e!8m2!3d51.9015641!4d-8.4680757!16s%2Fg%2F11b5ph__ys!19sChIJr3MSiw6QREgRDq1qAFbqrkA?authuser=0&hl=en&rclk=1,Upscale,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Stir It Coffee,106,Restaurant,Continental,"Kilcoolishal, Glanmire, Co. Cork, T45 K262, Ireland",4.6,46,€5-15,+353 86 890 1234,https://www.google.com/url?q=https://www.facebook.com/StirItCoffee&opi=79508299&sa=U&ved=0ahUKEwiniqml4piQAxVlR2wGHTZqJr8Q61gIFigO&usg=AOvVaw03ll1Imr9rDucXiePWAoFZ,https://www.google.com/maps/place/Stir+It+Coffee/data=!4m7!3m6!1s0x48449bc5fc1f8bf9:0x61a75f1cd80def73!8m2!3d51.9076496!4d-8.3636158!16s%2Fg%2F11tfsx5xpg!19sChIJ-Ysf_MWbREgRc-8N2Bxfp2E?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Probys Kitchen,107,Street Food,Japanese,"Proby's Quay, The Lough, Cork, T12 YP5F, Ireland",4.8,48,€20-35,+353 21 901 2345,https://www.google.com/url?q=https://www.probyskitchen.ie/&opi=79508299&sa=U&ved=0ahUKEwje8cqx4piQAxXbR2wGHeOuMoMQ61gIHCgS&usg=AOvVaw0kWQ6ih_qMZWSjKvdSGln8,https://www.google.com/maps/place/Probys+Kitchen/data=!4m7!3m6!1s0x484491cb526b555b:0xd0d7e8e17030f84f!8m2!3d51.8950293!4d-8.4785556!16s%2Fg%2F11ss93nbdr!19sChIJW1VrUsuRREgRT_gwcOHo19A?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery, Kerbside pickup",Bar
Miyazaki Japanese Take Away,108,Cafe,Irish,"1A Evergreen St, Ballyphehane, Cork, T12 E034, Ireland",4.7,47,€10-25,+353 21 012 3456,https://www.google.com/url?q=https://www.facebook.com/miyazakicork&opi=79508299&sa=U&ved=0ahUKEwi03s--4piQAxUQTmwGHXPcMhsQ61gIGygS&usg=AOvVaw1LEVAxGWEcQcT7vRJpVoiZ,https://www.google.com/maps/place/Miyazaki+Japanese+Take+Away/data=!4m7!3m6!1s0x4170031f29d7a07d:0xc8b82fe930960000!8m2!3d51.8945996!4d-8.476401!16s%2Fg%2F11b75g6c77!19sChIJfaDXKR8DcEERAACWMOkvuMg?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Ross Bakery & Café,109,Pizzeria,Italian,"Churchyard Ln, Ballinlough, Cork, T12 A97N, Ireland",4.7,47,€5-15,+353 85 901 2345,,https://www.google.com/maps/place/Ross+Bakery+%26+Caf%C3%A9/data=!4m7!3m6!1s0x48449aab602ab065:0x2db8ab8b7960115d!8m2!3d51.8870676!4d-8.4332263!16s%2Fg%2F1q62hzy44!19sChIJZbAqYKuaREgRXRFgeYuruC0?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Novecento,110,Pub,Irish,"63 Douglas St, Ballintemple, Cork, T12 ANW4, Ireland",4.4,44,€10-25,+353 21 123 4567,https://www.google.com/url?q=https://www.novecento.ie/&opi=79508299&sa=U&ved=0ahUKEwjW-InY4piQAxUWbmwGHb-FGvgQ61gIGygS&usg=AOvVaw339x7NpdLXVdJkKVoB8pzu,https://www.google.com/maps/place/Novecento/data=!4m7!3m6!1s0x4844901b1a7cb003:0x996a2f002c088d97!8m2!3d51.8937703!4d-8.4718096!16s%2Fg%2F1hm21skrs!19sChIJA7B8GhuQREgRl40ILAAvapk?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Eugene's Lounge Bar,111,Bar,Continental,"33 Shandon St, Shandon, Cork, T23 F625, Ireland",4.6,46,€10-25,+353 21 234 5678,,https://www.google.com/maps/place/Eugene%27s+Lounge+Bar/data=!4m7!3m6!1s0x48449013ec577b35:0x60a8e819fa81c6b6!8m2!3d51.9030166!4d-8.4781267!16s%2Fg%2F11bbx0p633!19sChIJNXtX7BOQREgRtsaB-hnoqGA?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Takeaway, Delivery",Bar
St Lukes Wine Tavern,112,Street Food,Middle Eastern,"39 Wellington Rd, Cork, T23 WP97, Ireland",4.6,46,€10-25,+353 21 345 6789,https://www.google.com/url?q=http://www.stlukeswinetavern.ie/&opi=79508299&sa=U&ved=0ahUKEwik_67x4piQAxUmUWwGHYmDC4QQ61gIFygS&usg=AOvVaw1uQF-E0Ip-MNepmQdSpdOA,https://www.google.com/maps/place/St+Lukes+Wine+Tavern/data=!4m7!3m6!1s0x48449aa0a2bbc5c3:0xd87897a549836b27!8m2!3d51.9046462!4d-8.4579982!16s%2Fg%2F1pp2tx8xn!19sChIJw8W7oqCaREgRJ2uDSaWXeNg?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Umi Falafel Cork,113,Pub,Irish,"11/12 Academy St, Centre, Cork, T12 T381, Ireland",4.6,46,€10-25,+353 83 345 6789,https://www.google.com/url?q=http://www.umi-falafel.ie/&opi=79508299&sa=U&ved=0ahUKEwi9__n-4piQAxWTR2wGHfLwFp4Q61gIGigS&usg=AOvVaw0-0M5nubvCRQcs57EIyO45,https://www.google.com/maps/place/Umi+Falafel+Cork/data=!4m7!3m6!1s0x4844901046781d37:0x652576d95719ba92!8m2!3d51.8987833!4d-8.4731602!16s%2Fg%2F11c7sxrfj_!19sChIJNx14RhCQREgRkroZV9l2JWU?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery, Kerbside pickup",Bar
Mutton Lane Inn,114,Cafe,Sweets and Savory,"3 St Patrick's St, Mutton Ln, Centre, Cork, T12 RV07, Ireland",4.7,47,€10-25,+353 21 456 7890,https://www.google.com/url?q=https://m.facebook.com/mutton.lane/&opi=79508299&sa=U&ved=0ahUKEwiI882M45iQAxXuTGwGHcFdKkoQ61gIGygS&usg=AOvVaw3hU75ItEi811ViqRx6tr-2,https://www.google.com/maps/place/Mutton+Lane+Inn/data=!4m7!3m6!1s0x484490108aaa03fd:0x787fa0ff8169405c!8m2!3d51.8980393!4d-8.4739272!16s%2Fg%2F119v5480c!19sChIJ_QOqihCQREgRXEBpgf-gf3g?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Takeaway, Delivery",Bar
Three Fools Coffee Douglas,115,Bistro,Continental,"Douglas Court Shopping Centre, Douglas, Cork, Ireland",4.7,47,€5-15,+353 21 567 8901,,https://www.google.com/maps/place/Three+Fools+Coffee+Douglas/data=!4m7!3m6!1s0x484485007457bd9d:0x15dbb4b32dc3b414!8m2!3d51.8781632!4d-8.4303714!16s%2Fg%2F11whzh2vrg!19sChIJnb1XdACFREgRFLTDLbO02xU?authuser=0&hl=en&rclk=1,Casual,Non-Veg,Takeaway,Bar
Panorama Bistro & Terrace,116,Pub,Irish,"Middle Glanmire Rd, Montenotte, Cork, T23 EYW3, Ireland",4.1,41,€20-35,+353 87 567 8901,https://www.google.com/url?q=https://www.themontenottehotel.com/dining/panorama/&opi=79508299&sa=U&ved=0ahUKEwiXm6ys45iQAxUcTWcHHbKpG8UQ61gIFigS&usg=AOvVaw2xRQu9kEHFM9kr2O8vF5i1,https://www.google.com/maps/place/Panorama+Bistro+%26+Terrace/data=!4m7!3m6!1s0x48449b65704ccec3:0xd1e5d366fa152dde!8m2!3d51.9044926!4d-8.4520754!16s%2Fg%2F11pw7x_q0j!19sChIJw85McGWbREgR3i0V-mbT5dE?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Top of the Hill Bar and Restaurant.,117,Cafe,Sweets and Savory,"Gurranebraher Rd, Cork, Ireland",4.3,43,€10-25,+353 21 678 9012,,https://www.google.com/maps/place/Top+of+the+Hill+Bar+and+Restaurant./data=!4m7!3m6!1s0x4844903e4b38e88d:0xc404fb9d8dd811fe!8m2!3d51.904492!4d-8.4890907!16s%2Fg%2F11cn9q6z7m!19sChIJjeg4Sz6QREgR_hHYjZ37BMQ?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery, Kerbside pickup",Bar
Nectar Coffee,118,Cafe,Irish,"26 Parnell Pl, Centre, Cork, T12 C5K0, Ireland",4.5,45,€5-15,+353 21 789 0123,,https://www.google.com/maps/place/Nectar+Coffee/data=!4m7!3m6!1s0x4844900fa05253ef:0xb6dee611e47e2e4a!8m2!3d51.8987758!4d-8.4677293!16s%2Fg%2F11b76tsmny!19sChIJ71NSoA-QREgRSi5-5BHm3rY?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
The Bookshelf at The Elysian,119,Cafe,Italian,"Unit 5, The Elysian, Eglinton St, Ballintemple, Cork, T12 KTD1, Ireland",4.4,44,€5-15,+353 21 890 1234,https://www.google.com/url?q=https://www.bookshelfcoffee.com/&opi=79508299&sa=U&ved=0ahUKEwiDt6fU45iQAxU6R2wGHVzIH0kQ61gIGygS&usg=AOvVaw3nQsDT4yhbnXL3fWheuQmj,https://www.google.com/maps/place/The+Bookshelf+at+The+Elysian/data=!4m7!3m6!1s0x484491a01ea910ff:0x65b2e8d815633173!8m2!3d51.8969291!4d-8.4641514!16s%2Fg%2F11f66qdxxl!19sChIJ_xCpHqCRREgRczFjFdjosmU?authuser=0&hl=en&rclk=1,Trendy,Non-Veg,"Dine-in, Takeaway",Bar
Cafeteria Tiramisu,120,Pub,Irish,"17 Proby's Quay, The Lough, Cork, T12 NCV4, Ireland",4.6,46,€5-15,+353 86 890 1234,,https://www.google.com/maps/place/Cafeteria+Tiramisu/data=!4m7!3m6!1s0x48449019be92e489:0xeaffa199be358e96!8m2!3d51.8950047!4d-8.4788047!16s%2Fg%2F11bxj9tqzq!19sChIJieSSvhmQREgRlo41vpmh_-o?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Fordes Bar,121,Bistro,Irish,"2 Barrack St, Centre, Cork, T12 FWV0, Ireland",4.6,46,€10-25,+353 21 901 2345,https://www.google.com/url?q=https://www.facebook.com/fordesbarcork/&opi=79508299&sa=U&ved=0ahUKEwjeibbv45iQAxXyZWwGHRlZF-gQ61gIFygS&usg=AOvVaw3ODEVMvBELGFzNZs8Pja-K,https://www.google.com/maps/place/Fordes+Bar/data=!4m7!3m6!1s0x484490197891dcbb:0x3478a03d640e92bb!8m2!3d51.8954349!4d-8.4756384!16s%2Fg%2F11c0rtngc0!19sChIJu9yReBmQREgRu5IOZD2geDQ?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Takeaway, Delivery",Bar
